Crystal_Structure,Lattice_Parameters,formula,TN,Space_Group,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,LUMO_energy,gap_AO,compound possible,max ionic char,avg ionic char
Pnma,"{'a': '5.30394 Ã… (300 K), 5.30101 Ã… (10 K)', 'b': '7.48091 Ã… (300 K), 7.46025 Ã… (10 K)', 'c': '5.28758 Ã… (300 K), 5.27646 Ã… (10 K)'}",CaMn0.96Mo0.04O3,110.0,Pnma,Ca1 Mn0.96 Mo0.04 O3,8.0,42.0,34.0,13.936000000000002,7.1232,8.0,7.0,87.0,80.0,63.984,27.6192,87.0,15.9994,95.96,79.9606,28.931024639999997,15.517949568,15.9994,54.8,2896.0,2841.2,570.696,619.0752,54.8,2.0,16.0,14.0,11.392,5.5296,16.0,2.0,5.0,3.0,2.808,0.9696000000000001,2.0,66.0,176.0,110.0,102.72,44.064,66.0,1.0,3.44,2.44,2.5788800000000003,1.033344,3.44,1.0,2.0,1.0,1.9920000000000002,0.01587199999999979,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.392,1.3567999999999998,6.0,0.0,1.0,1.0,0.008,0.015872,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.2079999999999997,1.1328,2.0,9.105,37.77,28.665000000000003,15.156136551724803,9.054087194482486,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.9543172413759995e-05,9.622176662063615e-05,0.0,12.0,229.0,217.0,95.696,100.4352,12.0,4,0.6610052949863564,0.6136486511402433,0.6008938134169709,0.6000686202878993,0.6000016916237505,1.9920000000000002,2.4,1.0,0.0,0.3694362017804154,0.4451038575667655,0.18545994065281898,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Hexagonal Perovskite,"{'a': '5.62176', 'c': '17.3161'}",La2Ca2MnO7,3.0,R3Ì„,La2 Ca2 Mn1 O7,8.0,57.0,49.0,19.583333333333332,13.513888888888891,8.0,7.0,87.0,80.0,58.416666666666664,33.34722222222222,87.0,15.9994,138.90547,122.90607000000001,43.74173208333334,33.587298125000004,15.9994,54.8,1519.0,1464.2,543.2166666666667,569.8194444444445,54.8,2.0,16.0,14.0,10.75,6.125,16.0,2.0,6.0,4.0,3.1666666666666665,1.3611111111111114,2.0,66.0,207.0,141.0,113.91666666666667,55.90277777777777,66.0,1.0,3.44,2.44,2.4858333333333333,1.1131944444444444,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,5.0,5.0,0.5833333333333334,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.916666666666667,1.611111111111111,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,9.0,9.0,1.9166666666666667,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0833333333333335,2.2916666666666665,2.0,9.105,37.77,28.665000000000003,18.629798850575,12.469300766283334,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,2.5843390804583332e-05,4.737954980840277e-05,0.0,12.0,225.0,213.0,94.91666666666667,96.73611111111113,12.0,4,0.6346477588219924,0.5928155507483438,0.583783837840896,0.5833593353792463,0.5833337564663699,2.0,2.3333333333333335,0.5833333333333334,0.0,0.4067796610169491,0.4745762711864407,0.11864406779661017,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,True,0.7742664595807831,0.17824166318478898
Hexagonal Perovskite,"{'a': '5.61715', 'c': '17.3521'}",La2Ca2MnO8,2.5,R3Ì„m,La2 Ca2 Mn1 O8,8.0,57.0,49.0,18.692307692307693,13.159763313609469,8.0,7.0,87.0,80.0,60.61538461538461,32.473372781065095,87.0,15.9994,138.90547,122.90607000000001,41.607706538461535,31.98859467455621,15.9994,54.8,1519.0,1464.2,505.6461538461538,554.887573964497,54.8,2.0,16.0,14.0,11.153846153846153,5.964497041420119,16.0,2.0,6.0,4.0,3.076923076923077,1.3254437869822486,2.0,66.0,207.0,141.0,110.23076923076923,54.437869822485204,66.0,1.0,3.44,2.44,2.5592307692307688,1.0840236686390532,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,5.0,5.0,0.5384615384615384,0.8284023668639053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.0,1.5384615384615385,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,9.0,9.0,1.7692307692307692,2.7218934911242605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.1538461538461537,2.0,9.105,37.77,28.665000000000003,17.897122015915386,11.961001836359763,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,2.3855437665769228e-05,4.404080799834319e-05,0.0,12.0,225.0,213.0,88.53846153846153,94.20118343195266,12.0,4,0.6572310573321178,0.6221214922376973,0.6156285625247572,0.6153953881946326,0.6153847328171272,2.0,2.4615384615384617,0.5384615384615384,0.0,0.4,0.49230769230769234,0.10769230769230768,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,False,0.7742664595807831,0.17335588023483323
Perovskite,"{'a': '537 pm', 'b': '522 pm'}",Ca3Ru2O7,56.0,,Ca3 Ru2 O7,8.0,44.0,36.0,17.0,10.5,8.0,7.0,87.0,80.0,61.833333333333336,29.361111111111114,87.0,15.9994,101.07,85.0706,36.19748333333334,23.564430555555557,15.9994,54.8,2607.0,2552.2,745.2166666666667,805.486111111111,54.8,2.0,16.0,14.0,11.166666666666666,5.638888888888888,16.0,2.0,5.0,3.0,3.0,1.1666666666666667,2.0,66.0,176.0,110.0,106.83333333333333,47.63888888888889,66.0,1.0,3.44,2.44,2.623333333333333,0.9527777777777778,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,7.0,7.0,1.1666666666666667,1.9444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.333333333333333,1.666666666666667,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,3.0,3.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,9.105,37.77,28.665000000000003,17.005416666666665,10.382291666666667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,95.58333333333333,97.51388888888887,12.0,3,0.6561673228343177,0.6025355660438075,0.5852298877168572,0.5835673037013095,0.5833457376874627,1.8333333333333333,2.3333333333333335,1.1666666666666667,0.0,0.34375,0.43750000000000006,0.21875000000000003,0.0,d,Ru,-0.210375,d,Ru,-0.210375,0.0,True,0.7742664595807831,0.15653827282974522
Perovskite,"{'a': '537 pm', 'b': '522 pm'}",Ca3Fe0.1Ru1.9O7,79.7,,Ca3 Fe0.1 Ru1.9 O7,8.0,44.0,36.0,16.849999999999998,10.325000000000001,8.0,7.0,87.0,80.0,61.824999999999996,29.370833333333337,87.0,15.9994,101.07,85.0706,35.82060833333333,23.12474305555555,15.9994,54.8,2607.0,2552.2,738.5833333333334,797.7472222222223,54.8,2.0,16.0,14.0,11.166666666666666,5.638888888888888,16.0,2.0,5.0,3.0,2.9916666666666667,1.1569444444444443,2.0,66.0,176.0,110.0,106.71666666666665,47.50277777777777,66.0,1.0,3.44,2.44,2.62025,0.9563749999999999,3.44,1.0,2.0,1.0,1.8416666666666668,0.2665277777777777,2.0,0.0,4.0,4.0,2.3333333333333335,1.9444444444444446,4.0,0.0,7.0,7.0,1.1583333333333332,1.9305555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,5.333333333333333,1.666666666666667,6.0,0.0,1.0,1.0,0.15833333333333333,0.26652777777777775,0.0,0.0,2.0,2.0,1.1666666666666667,0.9722222222222223,2.0,0.0,4.0,4.0,0.5083333333333333,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8333333333333333,0.9166666666666669,2.0,9.105,37.77,28.665000000000003,16.982249999999997,10.393875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.01758885666666667,0.034884565722222226,0.0,12.0,229.0,217.0,95.875,97.85416666666667,12.0,4,0.6541533968930122,0.6019292325081178,0.5851802776305336,0.583563405827084,0.5833456528509708,1.8416666666666668,2.3333333333333335,1.1583333333333332,0.0,0.3453125,0.43750000000000006,0.21718749999999998,0.0,d,Ru,-0.210375,d,Ru,-0.210375,0.0,,,
Perovskite,"{'a': '5.5151 Ã…', 'b': '7.6639 Ã…', 'c': '5.3808 Ã…'}",SmCrO3,192.3,Pnma (No. 62),Sm1 Cr1 O3,8.0,62.0,54.0,22.0,16.8,8.0,23.0,87.0,64.0,66.6,24.48,87.0,15.9994,150.36,134.3606,50.07086,40.885752000000004,15.9994,54.8,2180.0,2125.2,737.88,819.6959999999999,54.8,3.0,16.0,13.0,11.4,5.5200000000000005,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,198.0,132.0,107.0,49.2,66.0,1.17,3.44,2.27,2.63,0.9719999999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,1.2,1.92,0.0,6.0,8.0,2.0,6.4,0.6400000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,4.0,2.4,2.0,9.105,33.23,24.124999999999996,14.347,7.553199999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,1.8,2.4,1.0,1.2,0.28125,0.37499999999999994,0.15625,0.18749999999999997,f,Sm,-0.21776,f,Sm,-0.21776,0.0,True,0.7242401773760752,0.15489205514573334
Perovskite,"{'a': '5.5099 Ã…', 'b': '7.6598 Ã…', 'c': '5.3786 Ã…'}",Sm0.98Ca0.02CrO3,190.3,Pnma (No. 62),Sm0.98 Ca0.02 Cr1 O3,8.0,62.0,54.0,21.832,16.613056,8.0,7.0,87.0,80.0,66.536,24.5568,87.0,15.9994,150.36,134.3606,49.629732000000004,40.432812256,15.9994,54.8,2180.0,2125.2,736.9599999999999,818.592,54.8,2.0,16.0,14.0,11.396,5.5248,16.0,2.0,6.0,4.0,3.192,1.4304000000000001,2.0,66.0,198.0,132.0,106.91199999999999,49.09439999999999,66.0,1.0,3.44,2.44,2.62932,0.9728159999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,1.176,1.891008,0.0,2.0,8.0,6.0,6.3759999999999994,0.6366079999999996,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.568,2.521344,0.0,0.0,8.0,8.0,3.968,2.393344,2.0,9.105,37.77,28.665000000000003,14.36516,7.582255999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.436,89.3232,12.0,4,0.6621419787326582,0.6140477916588719,0.6009372749434887,0.600073189966851,0.6000018463116856,1.8,2.4,1.0,1.176,0.28230865746549566,0.3764115432873275,0.15683814303638646,0.18444165621079048,f,Sm,-0.21776,f,Sm,-0.21776,0.0,,,
Perovskite,"{'a': '5.5085 Ã…', 'b': '7.6579 Ã…', 'c': '5.3783 Ã…'}",Sm0.96Ca0.04CrO3,186.5,Pnma (No. 62),Sm0.96 Ca0.04 Cr1 O3,8.0,62.0,54.0,21.663999999999998,16.423423999999997,8.0,7.0,87.0,80.0,66.47200000000001,24.633599999999998,87.0,15.9994,150.36,134.3606,49.188604,39.972814463999995,15.9994,54.8,2180.0,2125.2,736.0400000000001,817.488,54.8,2.0,16.0,14.0,11.392,5.5296,16.0,2.0,6.0,4.0,3.184,1.4207999999999998,2.0,66.0,198.0,132.0,106.824,48.9888,66.0,1.0,3.44,2.44,2.62864,0.9736319999999999,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,1.152,1.8616319999999997,0.0,2.0,8.0,6.0,6.351999999999999,0.6328319999999996,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.536,2.482176,0.0,0.0,8.0,8.0,3.936,2.386176,2.0,9.105,37.77,28.665000000000003,14.383320000000001,7.611312,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.672,89.60640000000001,12.0,4,0.6610052949863564,0.6136486511402433,0.6008938134169709,0.6000686202878993,0.6000016916237505,1.8,2.4,1.0,1.152,0.283375314861461,0.3778337531486146,0.15743073047858944,0.18136020151133503,f,Sm,-0.21776,f,Sm,-0.21776,0.0,,,
Perovskite,"{'a': '5.5030 Ã…', 'b': '7.6537 Ã…', 'c': '5.3763 Ã…'}",Sm0.94Ca0.06CrO3,183.4,Pnma (No. 62),Sm0.94 Ca0.06 Cr1 O3,8.0,62.0,54.0,21.496,16.231104,8.0,7.0,87.0,80.0,66.40799999999999,24.7104,87.0,15.9994,150.36,134.3606,48.747476000000006,39.505758624,15.9994,54.8,2180.0,2125.2,735.12,816.384,54.8,2.0,16.0,14.0,11.388,5.5344,16.0,2.0,6.0,4.0,3.1759999999999997,1.4111999999999998,2.0,66.0,198.0,132.0,106.73599999999999,48.8832,66.0,1.0,3.44,2.44,2.6279600000000003,0.974448,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,1.128,1.831872,0.0,2.0,8.0,6.0,6.328,0.6286720000000001,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.504,2.442496,0.0,0.0,8.0,8.0,3.904,2.3784959999999997,2.0,9.105,37.77,28.665000000000003,14.401479999999998,7.640367999999998,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.90799999999999,89.8896,12.0,4,0.6599151460604613,0.6132660081529846,0.6008538158186877,0.6000645873141169,0.6000015633765924,1.8,2.4,1.0,1.128,0.28445006321112515,0.37926675094816686,0.15802781289506954,0.1782553729456384,f,Sm,-0.21776,f,Sm,-0.21776,0.0,,,
Perovskite,"{'a': '5.4960 Ã…', 'b': '7.6470 Ã…', 'c': '5.3742 Ã…'}",Sm0.90Ca0.10CrO3,175.7,Pnma (No. 62),Sm0.9 Ca0.1 Cr1 O3,8.0,62.0,54.0,21.160000000000004,15.838400000000002,8.0,7.0,87.0,80.0,66.28,24.864,87.0,15.9994,150.36,134.3606,47.86522,38.5504728,15.9994,54.8,2180.0,2125.2,733.28,814.176,54.8,2.0,16.0,14.0,11.379999999999999,5.544,16.0,2.0,6.0,4.0,3.16,1.3920000000000001,2.0,66.0,198.0,132.0,106.55999999999999,48.672,66.0,1.0,3.44,2.44,2.6266,0.97608,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,1.08,1.7711999999999999,0.0,2.0,8.0,6.0,6.279999999999999,0.6191999999999996,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.44,2.3616,0.0,0.0,8.0,8.0,3.84,2.3616,2.0,9.105,37.77,28.665000000000003,14.4378,7.698479999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,87.38,90.45599999999999,12.0,4,0.657875368135941,0.6125504609266458,0.6007833837922739,0.6000579215727481,0.6000013703851839,1.8,2.4,1.0,1.08,0.2866242038216561,0.3821656050955414,0.15923566878980894,0.17197452229299365,f,Sm,-0.21776,f,Sm,-0.21776,0.0,,,
Perovskite,"{'a': '5.4770 Ã…', 'b': '7.6342 Ã…', 'c': '5.3711 Ã…'}",Sm0.80Ca0.20CrO3,150.8,Pnma (No. 62),Sm0.8 Ca0.2 Cr1 O3,8.0,62.0,54.0,20.32,14.8096,8.0,7.0,87.0,80.0,65.96000000000001,25.247999999999998,87.0,15.9994,150.36,134.3606,45.659580000000005,36.038742400000004,15.9994,54.8,2180.0,2125.2,728.6800000000001,808.6560000000001,54.8,2.0,16.0,14.0,11.36,5.568,16.0,2.0,6.0,4.0,3.12,1.344,2.0,66.0,198.0,132.0,106.12,48.144000000000005,66.0,1.0,3.44,2.44,2.6231999999999998,0.98016,3.44,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,0.9600000000000002,1.6128,0.0,2.0,8.0,6.0,6.16,0.5888000000000002,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,1.28,2.1504000000000003,0.0,0.0,8.0,8.0,3.6799999999999997,2.3104,2.0,9.105,37.77,28.665000000000003,14.5286,7.8437600000000005,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,88.56,91.872,12.0,4,0.6536053855347277,0.6110543442831938,0.6006543735623902,0.6000474011882218,0.6000011251993493,1.8,2.4,1.0,0.9600000000000002,0.2922077922077922,0.3896103896103896,0.16233766233766234,0.15584415584415587,f,Sm,-0.21776,f,Sm,-0.21776,0.0,,,
Perovskite,,La0.4Ca0.6Mn0.99Cr0.01O3,140.0,Pbnm,La0.4 Ca0.6 Mn0.99 Cr0.01 O3,8.0,57.0,49.0,16.758,10.5096,8.0,7.0,87.0,80.0,64.474,27.031200000000002,87.0,15.9994,138.90547,122.90607000000001,36.50316271,24.604515252000002,15.9994,54.8,2180.0,2125.2,567.2420000000001,614.9304000000001,54.8,2.0,16.0,14.0,11.478,5.426399999999999,16.0,2.0,6.0,4.0,2.96,1.152,2.0,66.0,207.0,141.0,105.08,46.896,66.0,1.0,3.44,2.44,2.5822200000000004,1.029336,3.44,1.0,2.0,1.0,1.998,0.003992000000000002,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.08,1.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.478,1.2312,6.0,0.0,1.0,1.0,0.002,0.003992,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.7200000000000002,2.4768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.922,1.8076800000000002,2.0,9.105,37.77,28.665000000000003,15.046122068966202,8.949951172413522,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.140389655168999e-05,9.849185006891076e-05,0.0,12.0,229.0,217.0,93.144,97.37280000000001,12.0,5,0.6480802419453937,0.6091220910611067,0.6005122062418513,0.6000376843487513,0.6000009251915176,1.998,2.4,1.08,0.0,0.3647316538882804,0.43811610076670315,0.19715224534501646,0.0,d,Mn,-0.26654,d,Mn,-0.26654,0.0,,,
Distorted Double Perovskite,"{'a': '5.8209', 'b': '5.8743', 'c': '8.2531'}",Eu2DyTaO6,4.0,P21/n,Eu2 Dy1 Ta1 O6,8.0,73.0,65.0,31.3,27.96,8.0,25.0,87.0,62.0,65.1,26.28,87.0,15.9994,180.94788,164.94848,74.33722800000001,70.0053936,15.9994,54.8,3290.0,3235.2,749.38,833.4959999999999,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.6,1.9200000000000004,2.0,66.0,198.0,132.0,115.4,59.279999999999994,66.0,1.185,3.44,2.255,2.573,1.0404,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.3,0.54,0.0,0.0,14.0,14.0,3.8,4.56,0.0,6.0,19.0,13.0,8.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,7.0,7.0,0.7,1.2599999999999998,0.0,0.0,7.0,7.0,1.8,2.5200000000000005,0.0,2.0,7.0,5.0,3.7,2.04,2.0,9.105,36.46,27.355,17.691,10.3032,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.3,99.96,12.0,4,0.648074069840786,0.6091199348919785,0.6005237760880777,0.6000397970967368,0.6000010180820754,2.0,2.4,0.3,3.8,0.23529411764705882,0.2823529411764706,0.03529411764705882,0.44705882352941173,f,Eu,-0.232773,f,Eu,-0.232773,0.0,True,0.7147530549426948,0.16549408329010762
